address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE
10 ERSKINE AVE,1,1,1,0,0,1,0,0,0,1,0,1,1,3,0.5,1,0.5,0,43.711407283199996,-79.3986910201
10 GARYRAY DR,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7705088746,-79.53680739800001
10 GATEWAY BLVD,1,0,1,1,1,1,0,1,1,0,0,0,1,3,0.5,1,0.5,0,43.7097898255,-79.3327112626
10 HOWARD ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6714,-79.37535
10 HOWARTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.738727107799996,-79.30597227060001
10 ISABELLA ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.667854793000004,-79.385216996
10 KING ST E,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6494531979,-79.3774788432
10 KINGS COLLEGE RD,1,1,2,2,2,2,2,0,1,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.66089,-79.39483
10 LEBOVIC AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7243349216,-79.2908200971
10 LOWER JARVIS ST,1,3,2,3,3,3,2,2,1,1,0,0,1,5,0.8333333333333334,3,0.2777777777777778,1,43.644490462,-79.36987820899999
10 LOWER SPADINA AVE,0,0,1,1,1,2,2,0,1,0,0,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.637836119,-79.3924491801
10 MACDONELL AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.640710739,-79.4381894476
10 MALLARD RD,0,0,0,0,1,1,3,0,0,0,1,0,2,3,0.5,3,0.16666666666666666,1,43.748173204,-79.347323055
10 MARKET ST,0,0,2,2,2,1,1,0,2,0,0,1,0,3,0.5,2,0.25,0,43.648330228,-79.371994486
10 MELFORD DR,0,1,2,0,0,1,1,1,1,2,0,1,0,5,0.8333333333333334,2,0.4166666666666667,0,43.8065114026,-79.2344588281
10 MILNER BUSINESS CRT,0,0,1,1,1,0,1,0,1,0,0,1,1,3,0.5,1,0.5,0,43.7887448846,-79.23570284770001
10 MIMICO AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6138432797,-79.4899905278
10 NORTHTOWN WAY,2,1,2,2,3,2,5,1,1,0,3,1,3,9,1.5,5,0.3,1,43.775834791,-79.4132441264
10 ONEILL RD,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7338640571,-79.34504059460001
10 PLASTICS AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6238887322,-79.5101712714
10 QUEENS QUAY  W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.641709999999996,-79.37563
10 RAMPART RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.734800013000005,-79.588706026
10 RAVEL RD,2,3,3,3,3,3,3,1,0,0,0,0,0,1,0.16666666666666666,3,0.05555555555555555,1,43.790632,-79.366067
10 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7145078929,-79.5561142982
10 SATTERLY RD,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.758797728400005,-79.5701354907
10 SCRIVENER SQ,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.680799645200004,-79.3905452416
10 ST MARY ST,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6681070914,-79.3862165806
10 TABER RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7192530974,-79.572549155
10 TEESDALE PL,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6965267454,-79.2862044067
10 TEMPERANCE ST,0,1,1,1,1,1,2,1,0,0,0,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.651065541,-79.379330882
10 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6388615027,-79.4466024452
10 TOWER DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.745083,-79.298965
10 WESTMORE DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7422652934,-79.6045656575
10 YONGE ST,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6424220032,-79.3755829365
10 YORK MILLS RD,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.744507515500004,-79.406017884
100 ADELAIDE ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.651630628999996,-79.373789492
100 ADELAIDE ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.649696,-79.38239
100 BILLY BISHOP WAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.731051614399995,-79.4558144249
100 BLOOR ST E,1,1,2,2,2,2,2,0,1,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.6709568721,-79.3845878266
100 BLOOR ST W,1,1,1,2,2,0,0,0,2,1,0,2,0,5,0.8333333333333334,2,0.4166666666666667,0,43.669542484,-79.391244443
100 BOROUGH DR,0,1,0,1,0,0,0,1,1,1,1,0,0,4,0.6666666666666666,1,0.6666666666666666,0,43.7731386146,-79.2596504628
100 BRIDGELAND AVE,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7261884,-79.46203849999998
100 BROADVIEW AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.658126257,-79.35018676899999
100 CAVELL AVE,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.6154876721,-79.4969959174
100 CONSILIUM PL,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.7770455384,-79.25231000560001
100 CUMBERLAND ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6704167752,-79.39123836350001
100 DYNAMIC DR,0,1,1,1,1,2,0,1,0,0,0,1,2,4,0.6666666666666666,2,0.3333333333333333,0,43.82568719060001,-79.2521653595
100 EGLINTON SQ,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7252833646,-79.297866949
100 ELDER ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7606577647,-79.4541231662
100 FRONT ST E,1,1,1,2,2,2,2,0,0,1,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.649851820600006,-79.3711440699
100 FRONT ST W,8,10,12,12,12,8,7,2,4,0,0,4,1,11,1.8333333333333333,12,0.15277777777777776,1,43.6459589765,-79.3814723376
100 GARRISON RD,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.639052762,-79.403486525
100 HARBORD ST,0,1,1,1,1,1,1,1,2,0,0,0,0,3,0.5,1,0.5,0,43.663013326800005,-79.4034402013
100 HIGH PARK AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.656567829,-79.4673846716
100 HUMBER COLLEGE BLVD,2,1,1,1,0,0,1,1,0,0,1,0,1,3,0.5,2,0.25,0,43.7312840074,-79.59893557859999
100 INDIAN RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6427806942,-79.4540402262
100 KING ST W,26,29,23,24,23,23,22,3,12,5,3,4,5,32,5.333333333333333,29,0.1839080459770115,1,43.6487781011,-79.3817140007
100 LESMILL RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7588526275,-79.35807078090001
100 LIPPINCOTT ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6576659714,-79.40716604939999
100 LYNN WILLIAMS ST,1,1,2,2,2,2,2,0,1,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.639948996,-79.417867557
100 MARLEE AVE,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7008192032,-79.4407757629
100 MARMORA ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7196335987,-79.52780643439999
100 MARTIN ROSS AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.773713,-79.47755790000002
100 MCLEVIN AVE,0,0,0,1,2,1,0,0,0,1,1,1,1,4,0.6666666666666666,2,0.3333333333333333,0,43.8015625647,-79.2365782829
100 PORTLAND ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.620108857299996,-79.4961194436
100 QUEEN ST E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6538007473,-79.3739558246
100 QUEEN ST W,6,6,6,5,4,3,3,2,2,1,1,1,0,7,1.1666666666666667,6,0.19444444444444445,1,43.65282214,-79.383625059
100 QUEENS PARK,0,1,1,1,1,1,1,1,0,0,2,0,0,3,0.5,1,0.5,0,43.66843,-79.39477
100 RICHMOND ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.650748515699995,-79.3839780961
100 SALOME DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7863766612,-79.2723372466
100 SCARLETT RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6691832813,-79.5016458585
100 SHEPPARD AVE E,0,0,0,1,1,2,2,0,0,1,0,1,0,2,0.3333333333333333,2,0.16666666666666666,0,43.763212833999994,-79.4055503526
100 SILVER STAR BLVD,0,0,0,0,1,2,0,0,0,0,1,1,2,4,0.6666666666666666,2,0.3333333333333333,0,43.8057617718,-79.2925423815
100 SIMCOE ST,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.648200523199996,-79.38676274699999
100 SORAUREN AVE,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.642895,-79.44215
100 ST GEORGE ST,4,4,5,5,7,5,4,0,1,0,2,2,1,6,1.0,7,0.14285714285714285,1,43.616632269899995,-79.5042008648
100 SYMES RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.672684220600004,-79.4783456455
100 THE EAST MALL,1,2,2,2,2,2,1,1,0,0,0,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.620243,-79.549324
100 UNITY RD,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.677802998900006,-79.3304925488
100 UNIVERSITY AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6472667419,-79.3850163274
100 WELLESLEY ST E,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6665543282,-79.3792025495
100 WELLINGTON ST W,11,12,6,3,3,2,4,1,10,5,0,1,2,19,3.1666666666666665,12,0.2638888888888889,1,43.647129591,-79.38270045
100 WESTERN BATTERY RD,0,0,1,1,0,1,1,0,1,0,1,1,0,3,0.5,1,0.5,0,43.63961766,-79.41579229199999
100 WESTMORE DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7367383038,-79.602514705
100 WYNFORD DR,0,2,2,2,2,1,1,2,0,0,0,1,0,3,0.5,2,0.25,0,43.7274147021,-79.3317753238
100 YONGE ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6497786554,-79.378509049
1000 BAY ST,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0.3333333333333333,2,0.16666666666666666,0,43.66540596229999,-79.3879148919
1000 BLOOR ST W,1,0,1,1,0,0,0,1,1,0,1,0,0,3,0.5,1,0.5,0,43.661226396400004,-79.4303716383
1000 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.653233,-79.4287
1000 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7003474639,-79.4296337842
1000 FINCH AVE W,3,4,3,3,3,3,3,1,1,0,0,2,0,4,0.6666666666666666,4,0.16666666666666666,1,43.76914165149999,-79.4686473296
1000 GERRARD ST E,13,17,13,14,13,13,11,4,6,1,3,2,2,18,3.0,17,0.17647058823529413,1,43.66941811,-79.339293443
1000 ISLINGTON AVE,2,2,2,2,3,3,3,0,0,0,1,0,0,1,0.16666666666666666,3,0.05555555555555555,1,43.629989401,-79.518297915
1000 JANE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.683609673999996,-79.5000730198
1000 MURRAY ROSS PKWY,1,2,2,2,2,2,2,1,0,2,0,0,0,3,0.5,2,0.25,0,43.774779003999996,-79.5180394984
1000 PAPE AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6882902055,-79.3486283698
1000 QUEEN ST W,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6444437367,-79.41872231970001
1000 THE QUEENSWAY,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.623676,-79.51494
1001 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.660690590200005,-79.4302087441
1001 EASTERN AVE,1,1,1,1,1,1,1,0,0,0,2,2,0,4,0.6666666666666666,1,0.6666666666666666,0,43.663492394799995,-79.3199245426
1001 EGLINTON AVE W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6994974184,-79.4314498418
1001 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6440333922,-79.4180879667
1001 SANDHURST CRCL,3,5,4,3,2,3,3,2,1,1,1,1,0,6,1.0,5,0.2,1,43.8092662589,-79.2636803249
1001 THE QUEENSWAY,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.623287,-79.51531999999999
1002 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.653220000000005,-79.42865
1002 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6807692985,-79.336987601
1002 DOVERCOURT RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.667494176400005,-79.4320645312
1002 LAWRENCE AVE W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.713010126,-79.4613498285
1002 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6794517701,-79.4373846137
1003 STEELES AVE W,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.791766712,-79.447061533
1004 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.650508506499996,-79.4158131478
1004 KINGSTON RD,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.680887035,-79.2856577259
1005 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.660788106400005,-79.4303938336
1005 KING ST W,3,3,3,2,2,1,1,0,0,1,0,1,0,2,0.3333333333333333,3,0.1111111111111111,1,43.641233795,-79.414402712
1005 LANSDOWNE AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.66697,-79.44657
1005 WOODBINE AVE,0,1,0,1,0,0,0,1,1,1,1,0,0,4,0.6666666666666666,1,0.6666666666666666,0,43.6868584129,-79.3130206739
1006 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6504887142,-79.4158913339
1006 PAPE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.688610054799994,-79.3488041018
1006 ST CLAIR AVE W,0,1,1,1,1,1,1,1,0,2,0,0,0,3,0.5,1,0.5,0,43.6794358251,-79.4374783644
1007 BLOOR ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6607314554,-79.4304136861
1007 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.699492220299994,-79.4316626403
1007 THE QUEENSWAY,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.623295,-79.515755
1008 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.670689707799994,-79.4137337299
1008 DANFORTH AVE,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6807409608,-79.3368715237
1008 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.700339481499995,-79.4297491114
1008 QUEEN ST E,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6615193577,-79.3392366804
1008 WILSON AVE,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.728247241400005,-79.4790193834
1009 DUFFERIN ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.659603000000004,-79.43510400000001
101 COLLEGE ST,3,3,3,3,3,4,3,0,0,0,0,1,1,2,0.3333333333333333,4,0.08333333333333333,1,43.6598036617,-79.3887881668
101 COXWELL AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.66918001760001,-79.3172993478
101 DANFORTH AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.676153641999996,-79.35812728100001
101 DUNDAS ST E,0,0,1,1,1,0,0,0,1,2,0,1,0,4,0.6666666666666666,1,0.6666666666666666,0,43.6564205974,-79.3769054705
101 DYNAMIC DR,1,2,2,1,1,1,1,1,0,1,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.825929271899994,-79.2509658636
101 EGLINTON AVE E,0,0,0,0,1,1,2,0,0,0,1,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.70724478100001,-79.39470095840001
101 ENDERBY RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.684783920600005,-79.3016886531
101 ESTHER SHINER BLVD,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.76828,-79.37038100000001
101 GLOUCESTER ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6675038216,-79.3800367462
101 HUMBER BLVD,1,1,1,1,1,0,0,0,0,2,0,1,0,3,0.5,1,0.5,0,43.679802556000006,-79.4820189606
101 HUMBER VALLEY RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6446858926,-79.4921812512
101 PAPE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66198219020001,-79.3376707953
101 PETER ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.647513000000004,-79.392702
101 PORTLAND ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.618937403100006,-79.4985934344
101 RAVEL RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7911975228,-79.366709057
101 SPADINA AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.646492988599995,-79.3949924871
101 TORO RD,3,3,3,3,3,2,1,0,0,0,0,1,1,2,0.3333333333333333,3,0.1111111111111111,1,43.7613687553,-79.48255129180001
101 WESTMORE DR,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16666666666666666,2,0.08333333333333333,0,43.7373610825,-79.6014804397
101 WICKSTEED AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.711162805200004,-79.35914648880002
101 YORKVILLE AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6705473325,-79.3923165804
1010 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6808007648,-79.3368447707
1010 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7003236183,-79.42982793430001
1010 QUEEN ST E,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.661468153,-79.3391248299
1011 COXWELL AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.697024103800004,-79.3288112905
1011 DUFFERIN ST,0,1,1,1,1,0,1,1,2,2,0,1,1,7,1.1666666666666667,1,1.1666666666666667,0,43.6601667639,-79.43522524699999
1011 FINCH AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.768146,-79.46844300000002
1011 PAPE AVE,0,1,1,1,1,1,1,1,2,0,2,0,0,5,0.8333333333333334,1,0.8333333333333334,0,43.6880745346,-79.3480232745
1011 QUEEN ST E,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6615299922,-79.3372840877
1011 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.623245000000004,-79.51601
1012 BLOOR ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6610356475,-79.430846734
1012 PAPE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.688678417700004,-79.3488523684
1012 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.661549227799995,-79.3391064991
1012 WILSON AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7285954346,-79.4784082545
1013 PAPE AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6881390987,-79.3479807455
1014 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.650359812,-79.416210869
1014 PAPE AVE,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6887985563,-79.3488865993
1014 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.661562428100005,-79.3390464909
1015 BROADVIEW AVE,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.684721654300006,-79.3564639407
1015 COXWELL AVE,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.697024103800004,-79.3288112905
1015 DUFFERIN ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6602467856,-79.4352577153
1015 LAKE SHORE BLVD E,2,2,2,2,1,1,0,0,0,0,1,0,1,2,0.3333333333333333,2,0.16666666666666666,0,43.6579828844,-79.3299162983
1015 PAPE AVE,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.6881645828,-79.348058857
1015 SHEPPARD AVE E,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7694010061,-79.3728952091
1016 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.668924733999994,-79.337892317
1016 PAPE AVE,1,3,2,2,2,1,2,2,1,0,0,1,1,5,0.8333333333333334,3,0.2777777777777778,1,43.688905381400005,-79.3489139037
1017 DUFFERIN ST,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6603844745,-79.43520356350001
1017 PAPE AVE,1,0,1,1,1,0,1,1,1,0,0,1,1,4,0.6666666666666666,1,0.6666666666666666,0,43.6882793588,-79.3480323639
1018 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66097880220001,-79.4310678395
1018 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7002647775,-79.4300075712
1018 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.668941952,-79.33782816899999
1018 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6793815735,-79.43784961
1019 KINGSTON RD,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.6805750827,-79.2850700963
1019 SHEPPARD AVE E,1,1,1,2,1,1,2,0,0,1,1,0,1,3,0.5,2,0.25,0,43.7697656614,-79.3719792973
1019 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6850951976,-79.4852793034
102 BLOOR ST W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6696057639,-79.3917007112
102 CROCKFORD BLVD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.743698337,-79.2906667555
102 DANFORTH AVE,1,2,1,1,1,0,0,1,1,0,0,1,0,3,0.5,2,0.25,0,43.6764867665,-79.358480745
102 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.660367749799995,-79.3770090364
102 ISLAND RD,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7983620718,-79.13871576470001
102 LAKESHORE AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.62737,-79.35649000000001
102 LAMBTON AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6827976357,-79.4911152578
102 PETER ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.64761,-79.39304
